suite,label,rep,workers,worker_processes,submitters,connections,job_type,payload,priorities,max_attempts,jobs,group_commit,max_outstanding,submitted,completed,rejected,succeeded,failed,wall_s,throughput_per_s,submit_rate_per_s,store_batches,store_writes,rows_per_transaction,e2e_mean_ms,e2e_p50_ms,e2e_p95_ms,e2e_p99_ms,queue_p50_ms,queue_p95_ms,exec_p50_ms,exec_p95_ms,submit_call_p50_ms,submit_call_p99_ms,error_rate,cpu_seconds,cores_used,peak_rss_mb,ctx_switches,raw_csv
worker_scaling,sleep5ms_w2,3,2,,4,,sleep,"{""ms"":5}",,,4000,,,4000,4000,0,4000,0,12.2412,326.8,167462.1,9504,16000,1.68,6113.244,6117.188,11610.012,12094.563,6111,11604,6.274,6.3,0.022,0.052,,0.733,0.06,7.8,24282,results/raw/worker_scaling_sleep5ms_w2_r3.csv
worker_scaling,sleep5ms_w4,1,4,,4,,sleep,"{""ms"":5}",,,4000,,,4000,4000,0,4000,0,6.1116,654.5,161923.7,8846,16000,1.81,3047.111,3046.075,5780.93,6025.152,3041,5775,6.271,6.302,0.023,0.053,,0.664,0.11,7.8,23552,results/raw/worker_scaling_sleep5ms_w4_r1.csv
worker_scaling,sleep5ms_w4,2,4,,4,,sleep,"{""ms"":5}",,,4000,,,4000,4000,0,4000,0,6.1422,651.2,162423.4,8843,16000,1.81,3057.089,3050.894,5811.35,6056.591,3046,5805,6.27,6.307,0.023,0.051,,0.643,0.10,8.0,24471,results/raw/worker_scaling_sleep5ms_w4_r2.csv
worker_scaling,sleep5ms_w4,3,4,,4,,sleep,"{""ms"":5}",,,4000,,,4000,4000,0,4000,0,6.1103,654.6,140622.3,8890,16000,1.80,3039.936,3039.843,5778.329,6019.492,3034,5772,6.269,6.301,0.025,0.076,,0.674,0.11,7.9,23838,results/raw/worker_scaling_sleep5ms_w4_r3.csv
worker_scaling,sleep5ms_w8,1,8,,4,,sleep,"{""ms"":5}",,,4000,,,4000,4000,0,4000,0,3.0691,1303.3,162436.5,7906,16000,2.02,1520.698,1516.895,2893.793,3014.16,1511,2889,6.247,6.331,0.022,0.061,,0.581,0.19,7.8,26805,results/raw/worker_scaling_sleep5ms_w8_r1.csv
worker_scaling,sleep5ms_w8,2,8,,4,,sleep,"{""ms"":5}",,,4000,,,4000,4000,0,4000,0,3.0589,1307.6,169076.0,7903,16000,2.02,1518.519,1518.063,2883.297,3006.466,1512,2878,6.242,6.325,0.022,0.053,,0.553,0.18,7.9,25710,results/raw/worker_scaling_sleep5ms_w8_r2.csv
worker_scaling,sleep5ms_w8,3,8,,4,,sleep,"{""ms"":5}",,,4000,,,4000,4000,0,4000,0,3.0643,1305.3,170794.2,7794,16000,2.05,1526.664,1527.899,2888.455,3010.391,1522,2882,6.257,6.318,0.021,0.053,,0.528,0.17,8.0,25604,results/raw/worker_scaling_sleep5ms_w8_r3.csv
worker_scaling,cpu_hash200k_w1,1,1,,4,,cpu_hash,"{""iterations"":200000}",,,4000,,,4000,4000,0,4000,0,0.7743,5165.8,140227.9,6187,16000,2.59,375.934,377.413,709.215,738.351,377,709,0.185,0.214,0.025,0.068,,0.898,1.16,8.0,13529,results/raw/worker_scaling_cpu_hash200k_w1_r1.csv
worker_scaling,cpu_hash200k_w1,2,1,,4,,cpu_hash,"{""iterations"":200000}",,,4000,,,4000,4000,0,4000,0,0.7688,5203.2,152992.9,6029,16000,2.65,373.786,373.911,705.923,735.43,373,706,0.183,0.21,0.024,0.056,,0.885,1.15,8.1,13420,results/raw/worker_scaling_cpu_hash200k_w1_r2.csv
worker_scaling,cpu_hash200k_w1,3,1,,4,,cpu_hash,"{""iterations"":200000}",,,4000,,,4000,4000,0,4000,0,0.7843,5100.1,149555.1,6072,16000,2.64,380.473,377.267,721.148,750.349,377,721,0.185,0.217,0.025,0.057,,0.899,1.15,8.1,13416,results/raw/worker_scaling_cpu_hash200k_w1_r3.csv
worker_scaling,cpu_hash200k_w2,1,2,,4,,cpu_hash,"{""iterations"":200000}",,,4000,,,4000,4000,0,4000,0,0.4250,9412.6,125121.2,6053,16000,2.64,198.399,199.026,373.778,389.106,199,373,0.21,0.221,0.029,0.074,,0.978,2.30,7.9,13816,results/raw/worker_scaling_cpu_hash200k_w2_r1.csv
worker_scaling,cpu_hash200k_w2,2,2,,4,,cpu_hash,"{""iterations"":200000}",,,4000,,,4000,4000,0,4000,0,0.4282,9340.6,104023.1,5981,16000,2.68,193.864,192.048,369.751,385.851,192,370,0.21,0.222,0.035,0.091,,0.994,2.32,8.0,14000,results/raw/worker_scaling_cpu_hash200k_w2_r2.csv
worker_scaling,cpu_hash200k_w2,3,2,,4,,cpu_hash,"{""iterations"":200000}",,,4000,,,4000,4000,0,4000,0,0.4241,9431.0,115563.5,6095,16000,2.63,196.466,197.664,370.444,385.959,198,370,0.207,0.221,0.031,0.09,,0.978,2.31,8.0,14372,results/raw/worker_scaling_cpu_hash200k_w2_r3.csv
worker_scaling,cpu_hash200k_w4,1,4,,4,,cpu_hash,"{""iterations"":200000}",,,4000,,,4000,4000,0,4000,0,0.2277,17566.5,71958.0,5671,16000,2.82,90.533,92.341,164.138,170.406,92,164,0.207,0.26,0.048,0.161,,1.060,4.65,8.0,15643,results/raw/worker_scaling_cpu_hash200k_w4_r1.csv
worker_scaling,cpu_hash200k_w4,2,4,,4,,cpu_hash,"{""iterations"":200000}",,,4000,,,4000,4000,0,4000,0,0.2291,17463.1,73868.9,5734,16000,2.79,89.31,90.223,166.074,173.308,90,166,0.207,0.281,0.047,0.149,,1.063,4.64,8.1,15579,results/raw/worker_scaling_cpu_hash200k_w4_r2.csv
worker_scaling,cpu_hash200k_w4,3,4,,4,,cpu_hash,"{""iterations"":200000}",,,4000,,,4000,4000,0,4000,0,0.2272,17607.0,71315.2,5665,16000,2.82,88.453,89.705,162.987,169.428,89,163,0.207,0.261,0.049,0.152,,1.062,4.67,8.0,15925,results/raw/worker_scaling_cpu_hash200k_w4_r3.csv
worker_scaling,cpu_hash200k_w8,1,8,,4,,cpu_hash,"{""iterations"":200000}",,,4000,,,4000,4000,0,4000,0,0.1813,22065.4,46906.5,4468,16000,3.58,52.22,54.995,91.995,95.488,55,92,0.292,0.503,0.077,0.23,,1.192,6.58,7.9,24424,results/raw/worker_scaling_cpu_hash200k_w8_r1.csv
worker_scaling,cpu_hash200k_w8,2,8,,4,,cpu_hash,"{""iterations"":200000}",,,4000,,,4000,4000,0,4000,0,0.1786,22401.7,45541.0,4244,16000,3.77,48.753,52.092,87.201,90.184,52,87,0.289,0.497,0.079,0.238,,1.191,6.67,8.0,24464,results/raw/worker_scaling_cpu_hash200k_w8_r2.csv
worker_scaling,cpu_hash200k_w8,3,8,,4,,cpu_hash,"{""iterations"":200000}",,,4000,,,4000,4000,0,4000,0,0.1767,22640.7,46338.7,4259,16000,3.76,47.464,50.428,86.619,90.132,50,86,0.289,0.487,0.077,0.247,,1.186,6.71,8.2,23862,results/raw/worker_scaling_cpu_hash200k_w8_r3.csv
job_duration,0ms_noop,1,4,,4,,noop,{},,,20000,,,20000,20000,0,20000,0,0.3644,54883.5,58450.8,11026,80000,7.26,6.632,3.188,22.418,22.9,3,22,0.003,0.075,0.064,0.152,,0.900,2.47,18.7,148048,results/raw/duration_0ms_noop_r1.csv
job_duration,0ms_noop,2,4,,4,,noop,{},,,20000,,,20000,20000,0,20000,0,0.3733,53571.2,58794.8,11548,80000,6.93,16.745,15.442,33.973,34.55,15,34,0.003,0.072,0.062,0.156,,0.930,2.49,19.1,148847,results/raw/duration_0ms_noop_r2.csv
job_duration,0ms_noop,3,4,,4,,noop,{},,,20000,,,20000,20000,0,20000,0,0.3777,52946.5,57898.5,11548,80000,6.93,16.319,16.778,33.041,33.935,17,33,0.003,0.076,0.063,0.16,,0.949,2.51,18.9,148747,results/raw/duration_0ms_noop_r3.csv
job_duration,1ms,1,4,,4,,sleep,"{""ms"":1}",,,8000,,,8000,8000,0,8000,0,2.6148,3059.5,157641.7,16002,32000,2.00,1278.308,1275.405,2436.344,2538.641,1274,2435,1.271,1.313,0.023,0.062,,1.041,0.40,11.4,49627,results/raw/duration_1ms_r1.csv
job_duration,1ms,2,4,,4,,sleep,"{""ms"":1}",,,8000,,,8000,8000,0,8000,0,2.6243,3048.4,143797.0,15884,32000,2.01,1286.987,1291.355,2442.441,2543.207,1290,2441,1.268,1.317,0.024,0.092,,0.947,0.36,11.3,50597,results/raw/duration_1ms_r2.csv
job_duration,1ms,3,4,,4,,sleep,"{""ms"":1}",,,8000,,,8000,8000,0,8000,0,2.6126,3062.1,159410.2,16214,32000,1.97,1280.947,1283.639,2433.933,2536.823,1282,2433,1.27,1.309,0.023,0.059,,1.053,0.40,11.3,49488,results/raw/duration_1ms_r3.csv
job_duration,5ms,1,4,,4,,sleep,"{""ms"":5}",,,4000,,,4000,4000,0,4000,0,6.1276,652.8,158159.0,8813,16000,1.82,3050.846,3041.058,5800.142,6041.296,3035,5793,6.27,6.304,0.023,0.054,,0.653,0.11,7.9,23685,results/raw/duration_5ms_r1.csv
job_duration,5ms,2,4,,4,,sleep,"{""ms"":5}",,,4000,,,4000,4000,0,4000,0,6.1265,652.9,157424.5,8771,16000,1.82,3051.063,3044.47,5798.252,6039.824,3038,5792,6.269,6.302,0.023,0.06,,0.656,0.11,7.8,24769,results/raw/duration_5ms_r2.csv
job_duration,5ms,3,4,,4,,sleep,"{""ms"":5}",,,4000,,,4000,4000,0,4000,0,6.1097,654.7,164663.3,8907,16000,1.80,3044.114,3043.771,5781.836,6024.59,3037,5776,6.271,6.301,0.023,0.047,,0.669,0.11,7.8,24171,results/raw/duration_5ms_r3.csv
job_duration,20ms,1,4,,4,,sleep,"{""ms"":20}",,,2000,,,2000,2000,0,2000,0,10.2648,194.8,159235.7,4799,8000,1.67,5128.69,5130.072,9741.689,10150.174,5110,9721,20.282,21.363,0.023,0.048,,0.532,0.05,5.9,19731,results/raw/duration_20ms_r1.csv
job_duration,20ms,2,4,,4,,sleep,"{""ms"":20}",,,2000,,,2000,2000,0,2000,0,10.2509,195.1,161186.3,4753,8000,1.68,5124.999,5124.199,9728.291,10136.529,5103,9708,20.255,21.361,0.023,0.049,,0.461,0.04,5.4,18387,results/raw/duration_20ms_r2.csv
job_duration,20ms,3,4,,4,,sleep,"{""ms"":20}",,,2000,,,2000,2000,0,2000,0,10.2492,195.1,155014.7,4837,8000,1.65,5122.369,5120.396,9725.175,10132.251,5099,9705,20.264,21.366,0.024,0.051,,0.458,0.04,5.9,18019,results/raw/duration_20ms_r3.csv
job_duration,cpu_50k,1,4,,4,,cpu_hash,"{""iterations"":50000}",,,8000,,,8000,8000,0,8000,0,0.2149,37229.0,61497.8,8655,32000,3.70,47.33,52.472,79.738,83.863,52,80,0.073,0.136,0.06,0.155,,0.868,4.04,11.1,51043,results/raw/duration_cpu_50k_r1.csv
job_duration,cpu_50k,2,4,,4,,cpu_hash,"{""iterations"":50000}",,,8000,,,8000,8000,0,8000,0,0.2113,37864.1,63637.5,8541,32000,3.75,48.396,51.787,82.893,85.259,52,83,0.072,0.131,0.058,0.145,,0.851,4.03,11.3,51373,results/raw/duration_cpu_50k_r2.csv
job_duration,cpu_50k,3,4,,4,,cpu_hash,"{""iterations"":50000}",,,8000,,,8000,8000,0,8000,0,0.2311,34610.2,54245.4,8792,32000,3.64,51.744,60.489,80.813,83.225,60,81,0.072,0.137,0.057,0.16,,0.854,3.69,11.8,50098,results/raw/duration_cpu_50k_r3.csv
job_duration,cpu_1m,1,4,,4,,cpu_hash,"{""iterations"":1000000}",,,2000,,,2000,2000,0,2000,0,0.5210,3838.5,84580.9,2991,8000,2.67,250.037,250.052,473.051,492.644,249,472,1.021,1.051,0.042,0.1,,2.190,4.20,6.0,7423,results/raw/duration_cpu_1m_r1.csv
job_duration,cpu_1m,2,4,,4,,cpu_hash,"{""iterations"":1000000}",,,2000,,,2000,2000,0,2000,0,0.5209,3839.2,85576.1,3019,8000,2.65,249.953,249.967,473.158,492.766,249,472,1.021,1.057,0.042,0.099,,2.189,4.20,6.1,7618,results/raw/duration_cpu_1m_r2.csv
job_duration,cpu_1m,3,4,,4,,cpu_hash,"{""iterations"":1000000}",,,2000,,,2000,2000,0,2000,0,0.5206,3842.0,83825.8,3025,8000,2.64,249.519,249.587,471.98,491.782,249,471,1.021,1.05,0.042,0.103,,2.189,4.21,6.0,7461,results/raw/duration_cpu_1m_r3.csv
priority,0:100,1,2,,4,,sleep,"{""ms"":1}",0:100,,4000,,,4000,4000,0,4000,0,2.6065,1534.6,185787.3,8868,16000,1.80,1290.822,1290.602,2455.538,2559.264,1289,2454,1.272,1.293,0.02,0.044,,0.540,0.21,7.7,22650,results/raw/priority_0_100_r1.csv
priority,0:100,2,2,,4,,sleep,"{""ms"":1}",0:100,,4000,,,4000,4000,0,4000,0,2.6148,1529.7,163192.0,8506,16000,1.88,1299.765,1305.897,2460.855,2564.448,1305,2459,1.272,1.296,0.023,0.053,,0.522,0.20,7.7,23037,results/raw/priority_0_100_r2.csv
priority,0:100,3,2,,4,,sleep,"{""ms"":1}",0:100,,4000,,,4000,4000,0,4000,0,2.6030,1536.7,160571.6,8873,16000,1.80,1289.458,1290.144,2449.132,2552.357,1289,2448,1.272,1.294,0.023,0.055,,0.533,0.20,7.8,22884,results/raw/priority_0_100_r3.csv
priority,"0:50,9:50",1,2,,4,,sleep,"{""ms"":1}","0:50,9:50",,4000,,,4000,4000,0,4000,0,2.6265,1522.9,164798.9,8674,16000,1.84,1298.76,1281.231,2474.011,2576.895,1280,2473,1.273,1.297,0.022,0.053,,0.551,0.21,7.7,22560,results/raw/priority_0_50_9_50_r1.csv
priority,"0:50,9:50",2,2,,4,,sleep,"{""ms"":1}","0:50,9:50",,4000,,,4000,4000,0,4000,0,2.6079,1533.8,157567.2,8992,16000,1.78,1289.459,1276.645,2453.981,2556.837,1276,2453,1.273,1.293,0.024,0.052,,0.567,0.22,7.8,22678,results/raw/priority_0_50_9_50_r2.csv
priority,"0:50,9:50",3,2,,4,,sleep,"{""ms"":1}","0:50,9:50",,4000,,,4000,4000,0,4000,0,2.6216,1525.8,150926.3,8894,16000,1.80,1291.483,1273.962,2466.631,2569.809,1273,2465,1.273,1.295,0.023,0.065,,0.580,0.22,7.8,23403,results/raw/priority_0_50_9_50_r3.csv
priority,"0:80,5:15,9:5",1,2,,4,,sleep,"{""ms"":1}","0:80,5:15,9:5",,4000,,,4000,4000,0,4000,0,2.6223,1525.4,159337.2,8727,16000,1.83,1295.256,1295.09,2470.072,2571.7,1294,2469,1.273,1.296,0.024,0.054,,0.554,0.21,7.9,22896,results/raw/priority_0_80_5_15_9_5_r1.csv
priority,"0:80,5:15,9:5",2,2,,4,,sleep,"{""ms"":1}","0:80,5:15,9:5",,4000,,,4000,4000,0,4000,0,2.6215,1525.9,167280.0,8805,16000,1.82,1294.209,1293.937,2469.128,2572.155,1293,2468,1.273,1.295,0.022,0.053,,0.559,0.21,7.8,23409,results/raw/priority_0_80_5_15_9_5_r2.csv
priority,"0:80,5:15,9:5",3,2,,4,,sleep,"{""ms"":1}","0:80,5:15,9:5",,4000,,,4000,4000,0,4000,0,2.6132,1530.7,169290.7,8950,16000,1.79,1293.491,1297.804,2461.296,2563.7,1297,2460,1.273,1.296,0.022,0.052,,0.571,0.22,7.7,22427,results/raw/priority_0_80_5_15_9_5_r3.csv
queue_capacity,100,1,4,,8,,noop,,,,20000,,100,625,625,19375,625,0,0.0154,40579.1,45032.1,372,2500,6.72,2.008,2.122,3.158,3.362,2,3,0.006,0.152,0.111,0.234,0.968750,0.079,5.12,4.8,6264,results/raw/capacity_100_r1.csv
queue_capacity,100,2,4,,8,,noop,,,,20000,,100,540,540,19460,540,0,0.0108,49926.0,55785.1,312,2160,6.92,1.703,1.89,2.407,2.571,2,2,0.003,0.107,0.087,0.161,0.973000,0.052,4.79,4.8,5489,results/raw/capacity_100_r2.csv
queue_capacity,100,3,4,,8,,noop,,,,20000,,100,538,538,19462,538,0,0.0110,49038.4,54853.2,311,2152,6.92,1.719,1.853,2.453,2.634,2,3,0.004,0.109,0.094,0.177,0.973100,0.055,4.98,4.7,5483,results/raw/capacity_100_r3.csv
queue_capacity,1000,1,4,,8,,noop,,,,20000,,1000,2680,2680,17320,2680,0,0.0530,50553.6,72603.1,1573,10720,6.82,11.244,11.721,19.216,19.521,12,19,0.003,0.098,0.091,0.208,0.866000,0.160,3.01,6.6,21873,results/raw/capacity_1000_r1.csv
queue_capacity,1000,2,4,,8,,noop,,,,20000,,1000,2988,2988,17012,2988,0,0.0581,51398.5,71360.3,1655,11952,7.22,10.237,10.284,18.126,18.448,10,18,0.003,0.101,0.099,0.204,0.850600,0.180,3.10,6.9,23626,results/raw/capacity_1000_r2.csv
queue_capacity,1000,3,4,,8,,noop,,,,20000,,1000,2759,2759,17241,2759,0,0.0535,51555.6,73549.8,1599,11036,6.90,11.001,10.96,19.089,19.451,11,19,0.003,0.096,0.092,0.193,0.862050,0.163,3.05,6.7,22784,results/raw/capacity_1000_r3.csv
queue_capacity,10000,1,4,,8,,noop,,,,20000,,10000,20000,20000,0,20000,0,0.3918,51045.9,78984.3,11669,80000,6.86,80.257,88.203,133.911,138.018,88,134,0.003,0.07,0.097,0.198,0.000000,1.006,2.57,20.7,151116,results/raw/capacity_10000_r1.csv
queue_capacity,10000,2,4,,8,,noop,,,,20000,,10000,20000,20000,0,20000,0,0.3959,50517.7,80709.6,12171,80000,6.57,84.535,94.457,143.626,147.089,94,144,0.003,0.07,0.094,0.2,0.000000,1.016,2.57,20.9,150779,results/raw/capacity_10000_r2.csv
queue_capacity,10000,3,4,,8,,noop,,,,20000,,10000,20000,20000,0,20000,0,0.3940,50760.5,82675.0,12340,80000,6.48,87.553,97.062,148.028,151.296,97,148,0.003,0.069,0.092,0.188,0.000000,0.999,2.54,20.7,150450,results/raw/capacity_10000_r3.csv
queue_capacity,200000,1,4,,8,,noop,,,,20000,,200000,20000,20000,0,20000,0,0.3868,51710.9,80828.7,9740,80000,8.21,78.443,85.81,135.134,138.858,86,135,0.003,0.073,0.094,0.189,0.000000,0.970,2.51,24.8,144344,results/raw/capacity_200000_r1.csv
queue_capacity,200000,2,4,,8,,noop,,,,20000,,200000,20000,20000,0,20000,0,0.3875,51614.9,80887.5,11761,80000,6.80,78.488,84.571,135.071,139.278,85,135,0.003,0.079,0.094,0.19,0.000000,0.997,2.57,20.5,150800,results/raw/capacity_200000_r2.csv
queue_capacity,200000,3,4,,8,,noop,,,,20000,,200000,20000,20000,0,20000,0,0.3866,51735.5,83327.1,12098,80000,6.61,84.401,92.239,142.848,145.988,92,143,0.003,0.064,0.091,0.182,0.000000,0.995,2.57,20.9,151076,results/raw/capacity_200000_r3.csv
failure_heavy,fail0pct,1,4,,4,,flaky,"{""fail_probability_pct"":0}",,3,4000,,,4000,4000,0,4000,0,0.0737,54272.6,56270.7,2095,16000,7.64,1.666,1.782,3.066,3.234,2,3,0.003,0.075,0.067,0.154,,0.189,2.57,7.3,29925,results/raw/failure_fail0pct_r1.csv
failure_heavy,fail0pct,2,4,,4,,flaky,"{""fail_probability_pct"":0}",,3,4000,,,4000,4000,0,4000,0,0.0752,53212.7,53860.4,2008,16000,7.97,0.611,0.564,1.26,1.439,0,1,0.004,0.073,0.07,0.161,,0.204,2.72,7.4,30405,results/raw/failure_fail0pct_r2.csv
failure_heavy,fail0pct,3,4,,4,,flaky,"{""fail_probability_pct"":0}",,3,4000,,,4000,4000,0,4000,0,0.0749,53406.0,58010.5,2270,16000,7.05,3.437,3.356,6.047,6.237,3,6,0.004,0.073,0.064,0.161,,0.194,2.59,7.4,30810,results/raw/failure_fail0pct_r3.csv
failure_heavy,fail30pct,1,4,,4,,flaky,"{""fail_probability_pct"":30}",,3,4000,,,4000,4000,0,3882,118,0.3771,10607.9,55707.2,3503,20710,5.91,50.495,3.27,302.508,305.041,1,5,0.004,0.068,0.067,0.154,,0.291,0.77,8.0,37918,results/raw/failure_fail30pct_r1.csv
failure_heavy,fail30pct,2,4,,4,,flaky,"{""fail_probability_pct"":30}",,3,4000,,,4000,4000,0,3906,94,0.3805,10511.2,55117.7,3732,20674,5.54,50.425,4.512,301.971,307.603,1,8,0.003,0.067,0.068,0.158,,0.288,0.76,7.8,37164,results/raw/failure_fail30pct_r2.csv
failure_heavy,fail30pct,3,4,,4,,flaky,"{""fail_probability_pct"":30}",,3,4000,,,4000,4000,0,3900,100,0.3792,10549.9,55450.0,3510,20605,5.87,49.223,2.745,302.231,305.615,1,6,0.004,0.083,0.068,0.147,,0.277,0.73,7.8,37352,results/raw/failure_fail30pct_r3.csv
failure_heavy,fail70pct,1,4,,4,,flaky,"{""fail_probability_pct"":70}",,3,4000,,,4000,4000,0,2636,1364,0.3805,10512.7,51311.0,5999,30043,5.01,167.684,102.566,303.421,304.376,1,2,0.004,0.06,0.073,0.161,,0.392,1.03,8.5,52443,results/raw/failure_fail70pct_r1.csv
failure_heavy,fail70pct,2,4,,4,,flaky,"{""fail_probability_pct"":70}",,3,4000,,,4000,4000,0,2613,1387,0.3796,10537.1,53376.0,6193,30430,4.91,173.314,104.692,307.5,307.941,1,6,0.004,0.052,0.07,0.17,,0.393,1.03,8.8,53700,results/raw/failure_fail70pct_r2.csv
failure_heavy,fail70pct,3,4,,4,,flaky,"{""fail_probability_pct"":70}",,3,4000,,,4000,4000,0,2621,1379,0.3771,10607.2,53626.5,6081,30289,4.98,170.627,103.94,305.575,306.203,1,4,0.004,0.035,0.07,0.167,,0.382,1.01,8.7,52409,results/raw/failure_fail70pct_r3.csv
group_commit,false_w1,1,1,,4,,noop,,,,20000,false,,20000,20000,0,20000,0,0.3365,59440.3,123718.7,0,0,0.00,150.207,158.721,174.172,174.753,159,174,0.004,0.008,0.006,0.317,,0.400,1.19,20.9,27899,results/raw/groupcommit_false_w1_r1.csv
